application,service,application_env,desired_replication,requests_memory_quota,requests_cpu_quota,limits_cpu_quota,limits_memory_quota,environment_master,target_port,app_port,readiness_probe>
trusthub-java,master,dev,1,100,100,500,500,dev,80,80,/api/master/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,payout,dev,1,100,100,500,500,dev,80,80,/api/payout/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,lms,dev,1,100,100,500,500,dev,80,80,/api/lms/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,bank-integration-java,dev,1,100,100,500,500,dev,80,80,/api/bank-integration-hub/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,payout-integration,dev,1,100,100,500,500,dev,80,80,/api/payout-integration/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,account-validation,dev,1,100,100,500,500,dev,80,80,/api/account-validation/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,account-validation-integration,dev,1,100,100,500,500,dev,80,80,/api/account-validation-integration/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,registration,dev,1,100,100,500,500,dev,80,80,/api/registration/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,dlc,dev,1,100,100,500,500,dev,80,80,/api/dlc/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,virtual-account-integration,dev,1,100,100,500,500,dev,80,80,/api/virtual-account-integration/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,download-center,dev,1,100,100,500,500,dev,80,80,/api/download-center/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,notification,dev,1,100,100,500,500,dev,80,80,/api/notification/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,audit,dev,1,100,100,500,500,dev,80,80,/api/audit/v1/reference/healthchecks,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,mfa,dev,1,100,100,500,500,dev,80,80,/api/mfa/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,nach,dev,1,100,100,500,500,dev,80,80,/api/nach/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,upi-autopay,dev,1,100,100,500,500,dev,80,80,NA,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,payment-gateway,dev,1,100,100,500,500,dev,80,80,/api/payment-gateway/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,payment-gateway-integration,dev,1,100,100,500,500,dev,80,80,/api/payment-gateway-integration/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,communication,dev,1,100,100,500,500,dev,80,80,/api/communication/v1/reference/healthchecks,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,analytics-mis,dev,1,100,100,500,500,dev,80,80,NA,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,econtract-migration,dev,1,100,100,500,500,dev,80,80,NA,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr
trusthub-java,trustee-integration,dev,1,100,100,500,500,dev,80,80,NA,80,30,10,10,5,devsecops-ci-v2,transbnk-ecr